group,year,units,alpha3,countryCode,region,subRegion,regionCode,subRegionCode
April,2019,383.3125,MDG,450.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1990,104.628,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1991,124.286,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1992,137.161,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1993,62.111,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1994,84.112,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1995,91.235,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1996,48.65,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1997,60.82,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1998,64.321,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1999,59,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2000,63.138,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2001,60.39,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2002,42.464,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2003,48.155,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2004,20.615,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2005,24.416,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2006,16.663,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2007,18.812,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2008,20.753,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2009,16.922,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2010,16.9285,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2011,25.8264,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2012,22.8262,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2013,27.7944,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2014,24.7098,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2015,21.2015,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2016,19.516,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2017,14.4703,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2018,12.8656,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2019,16.0431,MWI,454.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1990,4674.245,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1991,4727.206,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1992,3400.811,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1993,5023.488,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1994,4158.777,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1995,5299.888,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1996,5109.551,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1997,4801.561,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1998,4801.348,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1999,6218.6765,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2000,4814.9789,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2001,4438.404,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2002,4351.426,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2003,4201.0193,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2004,3867.3474,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2005,4224.6637,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2006,4200.3381,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2007,4150.3183,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2008,4650.6492,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2009,4108.6243,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2010,4001.4319,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2011,4561.0578,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2012,4326.9422,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2013,3916.4766,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2014,3636.4007,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2015,2772.0393,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2016,3635.2949,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2017,4484.5814,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2018,4350.7012,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2019,3984.6011,MEX,484.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1990,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1991,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1992,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1993,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1994,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1995,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1996,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1997,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1998,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1999,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2000,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2001,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2002,0,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2003,0.9,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2004,0.95,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2005,1.3,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2006,2.25,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2007,1.2574,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2008,1.4624,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2009,1.1083,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2010,3.0825,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2011,2.0111,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2012,1.2073,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2013,0.9054,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2014,2.1378,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2015,1.6763,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2016,1.4328,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2017,2.4527,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2018,0.5492,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,2019,0.6943,NPL,524.0,Asia,Southern Asia,142.0,34.0
October,1990,461.078,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1991,707.067,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1992,547.294,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1993,706.13,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1994,682.969,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1995,984.676,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1996,793.305,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1997,1083.523,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1998,1073.08,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1999,1554.0548,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2000,1572.4326,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2001,1078.752,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2002,1170.017,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2003,1509.098,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2004,1068.077,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2005,1431.8115,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2006,1427.9262,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2007,1905.6714,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2008,1444.7342,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2009,1871.1206,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2010,1637.8216,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2011,2193.421,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2012,1873.4749,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2013,2059.8628,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2014,1897.6828,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2015,2130.4221,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2016,2555.2981,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2017,2642.2854,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2018,2879.1004,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2019,2882.3199,NIC,558.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1990,29.19,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1991,44.313,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1992,48.882,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1993,45.319,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1994,51.631,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1995,53.038,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1996,45.975,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1997,44.667,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1998,53.405,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1999,45.067,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2000,49.431,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2001,44.003,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2002,49.815,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2003,46.1504,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2004,45.1379,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2005,68.5718,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2006,50.7351,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2007,42.1658,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2008,50.0048,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2009,34.2687,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2010,42.0553,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2011,46.8796,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2012,40.7637,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2013,40.8582,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2014,42.7982,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2015,41.2782,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2016,43.3182,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2017,42.2881,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2018,41.5248,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2019,42.4695,NGA,566.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1990,214.987,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1991,192.532,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1992,196.978,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1993,142.066,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1994,248.313,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1995,209.448,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1996,210.742,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1997,217.469,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1998,191.996,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,1999,166.381,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2000,170.226,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2001,159.939,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2002,139.962,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2003,172.062,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2004,90.3892,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2005,176.3307,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2006,173.1015,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2007,176.0553,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2008,149.1609,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2009,137.7393,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2010,113.8499,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2011,105.6314,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2012,115.5198,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2013,113.4685,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2014,106.2169,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2015,127.0784,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2016,120.1902,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2017,104.5621,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2018,127.7443,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
October,2019,114.4053,PAN,591.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1990,962.841,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1991,746.816,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1992,900.111,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1993,1019.481,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1994,1138.659,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1995,1002.363,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1996,1089.348,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1997,1074.021,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1998,1352.149,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1999,1387.0519,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2000,1040.7392,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2001,1062.593,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2002,1085.147,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2003,1154.944,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2004,997.514,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2005,1268.1328,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2006,807.2202,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2007,967.7113,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2008,1027.6529,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2009,1037.9942,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2010,866.5184,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2011,1413.8545,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2012,716.488,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2013,835.3594,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2014,797.5642,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2015,711.9818,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2016,1171.1449,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2017,733.9382,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2018,930.369,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,2019,751.721,PNG,598.0,Oceania,Melanesia,9.0,54.0
April,1990,130.627,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1991,79.653,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1992,54.291,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1993,66.5275,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1994,25.2643,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1995,26.2539,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1996,30.8431,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1997,49.3411,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1998,31.7401,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1999,18.9727,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2000,21.6077,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2001,22.1635,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2002,35.5806,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2003,47.4951,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2004,38.0519,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2005,43.7337,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2006,34.7537,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2007,38.6302,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2008,20.0149,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2009,20.0166,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2010,20.1967,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2011,20.0195,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2012,20.0065,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2013,20.0319,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2014,20.0195,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2015,20,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2016,20.0104,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2017,20.0013,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2018,20.0135,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2019,20.0038,PRY,600.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1990,936.632,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1991,1200.474,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1992,1761.953,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1993,665.497,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1994,1178.628,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1995,1870.939,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1996,1805.861,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1997,1929.959,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1998,2102.298,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,1999,2743.533,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2000,2675.593,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2001,2828.946,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2002,3000.32,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2003,2685.986,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2004,3425.1559,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2005,2488.8349,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2006,4319.0586,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2007,3062.9307,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2008,3872.262,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2009,3286.0867,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2010,4068.823,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2011,5372.5296,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2012,4450.0478,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2013,4106.2383,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2014,2883.229,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2015,3303.5542,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2016,4222.8784,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2017,4279.0832,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2018,4263.3391,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
April,2019,3836.3817,PER,604.0,Americas,Latin America and the Caribbean,19.0,419.0
July,1990,973.632,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1991,1018.482,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1992,919.851,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1993,874.855,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1994,876.764,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1995,849.59,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1996,889.819,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1997,935.472,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1998,676.729,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,1999,621.7634,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2000,340.9218,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2001,262.682,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2002,255.21,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2003,292.691,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2004,354.813,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2005,432.3372,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2006,441.1089,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2007,445.6113,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2008,586.8337,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2009,730.4181,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2010,189.0533,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2011,179.6611,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2012,177.4616,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2013,185.682,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2014,193.2142,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2015,208.0726,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2016,214.6417,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2017,203.3179,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2018,206.2102,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
July,2019,306.5344,PHL,608.0,Asia,South-eastern Asia,142.0,35.0
April,1990,534.875,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1991,483.83,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1992,638.875,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1993,443.625,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1994,22.449,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1995,329.078,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1996,293.003,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1997,193.422,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1998,222.637,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,1999,307.275,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2000,273.363,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2001,295.51,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2002,319.68,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2003,265.742,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2004,449.733,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2005,337.0107,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2006,351.013,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2007,224.0446,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2008,368.7282,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2009,258.9411,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2010,322.9191,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2011,251.071,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2012,258.5591,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2013,257.7282,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2014,238.3438,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2015,292.6292,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2016,231.0905,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2017,264.4524,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2018,379.8448,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
April,2019,347.984,RWA,646.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1990,42.783,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1991,54.379,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1992,39.084,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1993,37.451,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1994,72.738,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1995,43.768,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1996,40.91,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1997,49.679,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1998,26.882,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,1999,59.02,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2000,49.155,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2001,79.2,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
October,2002,41.7289,SLE,694.0,Africa,Sub-Saharan Africa,2.0,202.0
